################################################################
# abuse.ch SSLBL SSL Certificate Blacklist (SHA1 Fingerprints) #
# Last updated: 2024-01-01 09:00:00 UTC                        #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# Listingdate,SHA1,Listingreason
2024-05-25 07:21:49,c2ad5eeb248e3b79e1c9d6baab07cf9daac5ae6c,PureLogStealer C&C
2024-05-23 18:12:28,ce7d80d42f2179be220a6d3ac343386919d9ba8b,DCRat C&C
2024-05-22 14:18:06,f855db1014914807b338faa5fe7176271cee6f9a,AsyncRAT C&C
2024-05-22 14:18:02,91352237c646c0756aa9ae7a7746859d562ec8ba,PureLogStealer C&C
2024-05-22 14:17:54,6bcf172ea022156150dff8a46ed00fba2957ecce,Stealc C&C
2024-05-22 11:43:56,cbdf14076162a9156ec3d4981ad6c25fb2c2b2e3,Arechclient2 C&C
2024-05-21 02:40:04,bbf4db18c36dab916a86efc695bf4663a83f031d,Vidar C&C
2024-05-21 02:39:54,e48a5b0875c5abda355353b68d9020aeca0f80de,AsyncRAT C&C
2024-05-21 02:39:27,939bf58efe71b54d81ad9d182ca0822871dab6ed,Malware C&C
2024-05-20 06:12:14,d23fe30d123c77771ca65eff801bc3bd6cec2236,Malware C&C
2024-05-20 06:11:43,fb7f14edd75f0686da73299d811f5d0c17c9c29c,Vidar C&C
2024-05-19 05:54:12,16b297fe392a082c653ed159106253c76c2e6b66,CobaltStrike C&C
2024-05-18 18:29:08,314f0e84b04f543fdfe1e994a36ffc60f97aef2b,AsyncRAT C&C
2024-05-16 15:24:01,6ba8e7def8ecd8962f31970bf8ef2521400c7863,OrcusRAT C&C
2024-05-15 08:01:36,b7e7d9217d8734ee1cf523f1d37ceb3935d391b9,AsyncRAT C&C
2024-05-14 07:17:45,bfc8c3e02d01f0f1c3de2f761d52991a5dc45b0b,Stealc C&C
2024-05-14 07:17:09,d0e65db2f76b9d71687013a14eba90d14fada597,Vidar C&C
2024-05-14 07:16:57,7da454e73d546a8d3f84a8feb557a90486c2515b,AsyncRAT C&C
2024-05-14 07:16:35,c586f46135098d38ae9019b12d83ac9501dbee34,PureLogStealer C&C
2024-05-14 07:16:10,080342ef5ed2b5d16317695cc4327bf2ffc034aa,QuasarRAT C&C
2024-05-12 09:09:27,3613c84ee41ebb8e837e9619ffa88a8ba2c24e30,VenomRAT C&C
2024-05-12 09:09:04,33ff7c09706cc1551b5bb5bff4a96f2ea4716c04,BitRAT C&C
2024-05-12 09:08:43,2e086072007899177d4aab3887a9f430f9c31867,ConnectWise C&C
2024-05-12 09:08:33,f063c1ed34c8a40858daf998d7471f9634ba617e,AsyncRAT C&C
2024-05-10 13:06:58,d8591a222c18e30700073e5c2593d47a91613478,AsyncRAT C&C
2024-05-10 07:44:01,d7a35f4bf9e622a0ef22d2d44061a4f56eb6deb3,AsyncRAT C&C
2024-05-09 06:19:27,48a96c06c41377bac8d2c1d2df33681c3a6956d6,Vidar C&C
2024-05-08 14:38:52,9a33871bed66f35f374e5ab37a3acedd3c11f055,AsyncRAT C&C
2024-05-08 14:38:42,1a0fcad119150066f12c80a5bcc328fb82b686df,AsyncRAT C&C
2024-05-08 07:36:43,6b98918ff1330834083464a7f9f55c2f8ed58b5e,Vidar C&C
2024-05-08 07:28:00,68f5c30143a0a676ec392580b52bd8ae5bcafa44,AsyncRAT C&C
2024-05-08 07:27:34,5919bed195e8c50719a64d610fd65742d31e1f32,DCRat C&C
2024-05-08 07:26:56,80176a975ce454147df65b359ea1e6e3e1613dba,QuasarRAT C&C
2024-05-07 07:38:45,c9b271daa17b9be4f493348b2e08a1fe4eaadbac,AsyncRAT C&C
2024-05-07 07:38:22,39d1e06bc75253ac2e946e704f2f946a56b9dd19,AsyncRAT C&C
2024-05-05 07:30:09,213a72f525f83c88f15ce2646af341bcb40692be,AsyncRAT C&C
2024-05-03 09:34:23,2de65adb4038cc50d726bc98e5cb348ebddbb04d,Metasploit C&C
2024-05-02 05:23:34,534734397c0fa9a1d28f061ad75df4100bff5787,QuasarRAT C&C
2024-05-02 01:11:45,152e495ee06603a9b7313c12854e46f9c476f982,AsyncRAT C&C
2024-05-02 01:11:42,d2a73aaa3def6d01c20d0b604ec829495393a455,AsyncRAT C&C
2024-05-01 06:13:11,b3581099d7aa93fdd58221372c7997304b56ca1d,Vidar C&C
2024-05-01 06:13:01,f5572061fe5bf2ebfa3760c0c27d8149270c0b48,OrcusRAT C&C
2024-05-01 06:12:44,e97b4e172ce809d5eef12b9963214cd0b71ff656,Vidar C&C
2024-04-30 06:48:11,83acb5bb507651cc3c8d928d537d28ca261f0ea3,PureLogStealer C&C
2024-04-30 05:47:22,6dce909b990ffea59852d39829aed18df52f4b79,Vidar C&C
2024-04-30 05:38:43,81741ec7a864c7af3b5b4cafae49b03311186cc3,AsyncRAT C&C
2024-04-30 05:38:26,5ce283a09090ec9d2d73bbba3b5db815372ebeb3,AsyncRAT C&C
2024-04-28 14:53:18,63a58c8ec0bee00687f5047781be02340adee8f4,PureLogStealer C&C
2024-04-28 09:37:26,f14af0229c29e21fbef5139f80485406c4cea9fc,AsyncRAT C&C
2024-04-24 04:38:10,c70fa50f27aeefeb9d92927562101445c8ffe461,Vidar C&C
2024-04-24 04:37:23,ea19705164b4c900d4a57c8a5b6c4a10d9cf4541,PureLogStealer C&C
2024-04-23 05:49:41,f8743c5280b0d0f839092c972874caf3979c37be,AsyncRAT C&C
2024-04-23 05:49:14,0275f054d3e62c2ed969e7cf767827567559042a,AsyncRAT C&C
2024-04-23 05:49:05,4ed2b04c2579c3d4ce655d707eb264a96f6a0327,AsyncRAT C&C
2024-04-18 08:08:54,9d2eaa284777cea1cecdba13e5fc6f7fde5fbb24,zgRAT C&C
2024-04-17 13:22:16,877b5bd7e0e4b140e5ef8f0ac640d09041ecd1da,AsyncRAT C&C
2024-04-16 17:18:02,faff798e6eeb919255d3d36d461d46dd3fcc2cf7,PureLogStealer C&C
2024-04-15 05:35:33,d45176621e4875d850f7e7c7de5eecc657b6c671,Vidar C&C
2024-04-15 05:26:51,54fad4708bc4f7a7e4c608b1eb9dd27a3187263b,AsyncRAT C&C
2024-04-15 05:26:44,164aaedfdf707433c8a50f1e555a22f7ee2f77e5,Vidar C&C
2024-04-15 05:19:25,3a8843fca6f4e206bdf69ae150cb65756a2e8795,MarsStealer C&C
2024-04-10 09:39:40,fee88cfc81f85a9b2332658b062f34c93b621f2b,PureLogStealer C&C
2024-04-10 09:24:42,97c47b0bec5a12c42dc4825fb20d3ed9c89545b5,AsyncRAT C&C
2024-04-10 09:24:03,cfb4f4ca022c9b6355a56391e851519d74d8996a,QuasarRAT C&C
2024-04-06 07:26:09,9aa15660a0a0db415a7a0820021ed5d0d9c89163,PureLogStealer C&C
2024-04-05 12:07:16,4ef1547b5db5058dcceb6a60d48a54c35026d8d5,QuasarRAT C&C
2024-04-05 12:07:15,b07a5acb95a4585b18077793dca9a6397f04da84,AsyncRAT C&C
2024-04-04 06:54:34,7bd329dc50b3bc0084b0b7bb5eadd28cc5e13b9d,AsyncRAT C&C
2024-04-03 15:57:50,e13cf9c72eee40604c949bbe29935b19db5a7c91,PureLogStealer C&C
2024-04-02 14:07:44,67d8ace75adf779e6a2ed799b8792dfed468ecaf,PureLogStealer C&C
2024-04-02 13:21:32,c63e9e0ae6755777d4904e1d8ddf146ceb8373f8,QuasarRAT C&C
2024-03-30 07:23:53,05df9191f421f57089281a0067542d9546ad86eb,AgentTesla C&C
2024-03-30 07:23:46,4785083178d87eb2ad342d8849d0672ae29f1744,QuasarRAT C&C
2024-03-30 07:23:37,6b0d9cdfbf22251a89f554e059b7463c8cde0f0c,QuasarRAT C&C
2024-03-29 16:54:11,e7bb6cb5e7154e794d101cc3a49dfdef68beb299,PureLogStealer C&C
2024-03-26 07:47:39,548ee6e2cd5279c71f4df6d84c0d11b7f0363721,PureLogStealer C&C
2024-03-25 16:21:27,b925720e959b8d6f855e87b0bd3eacfdeb88ce2b,OrcusRAT C&C
2024-03-25 16:21:17,e96bef097fd16d126b93d117f7108b1f4610e9d2,AsyncRAT C&C
2024-03-25 16:21:08,a4a78cadde73170c715e85942ce156e223ba5ff3,AsyncRAT C&C
2024-03-22 07:27:09,1031245fa63cc4b7567f702bf6e8ee37159233df,DCRat C&C
2024-03-21 19:44:58,37e1066c8ec78d3403fb17aec2f33dcd0f2d4a36,Rhadamanthys C&C
2024-03-21 17:02:35,49bf5a48970d914c7e70f494a8e16b5efa3ab6a0,QuasarRAT C&C
2024-03-21 17:02:28,82053c5158ebd88c5ae8553b7efe18200ec0307f,AsyncRAT C&C
2024-03-20 07:06:06,51d932051a797e9c73fa52097f019e26699f26d6,OrcusRAT C&C
2024-03-20 07:05:50,a4596c32c6a260ffa4c5edee33814f73ff53620f,AsyncRAT C&C
2024-03-19 09:43:16,3e034e54c92a3a88f3e2f9ee4de0fb7742df3b42,PureLogStealer C&C
2024-03-19 08:26:45,e429f24e279e8b25742d0f5347151b0f90d031ca,QuasarRAT C&C
2024-03-19 08:26:41,b01c26c47cb28deafd2f4e080c5b6a4b2969d2be,QuasarRAT C&C
2024-03-18 07:02:27,221f4b123d3b19e62a94fcf510579535fd91fd4f,OrcusRAT C&C
2024-03-17 08:21:49,442992b3e82796c9b38c65684cb1dc5e9ae55da1,PureLogStealer C&C
2024-03-17 08:11:00,8578749c7ee09141050253138246463fd7f85980,PureLogStealer C&C
2024-03-15 16:11:05,a1f8672246a55dfafa317bfdc5f14c91a5b344b9,QuasarRAT C&C
2024-03-15 08:17:06,e745c2dc4dc1f96ac44086bd5a05ca9234558a34,OrcusRAT C&C
2024-03-15 08:17:01,87d90725875d825bd5fec46a2a0b3ce8e2716e58,QuasarRAT C&C
2024-03-15 08:16:55,e2ee253a7bef95558cc92dae92a7cf764cf93e4e,AsyncRAT C&C
2024-03-15 08:16:48,66eb66a197a4e6ec1332feed8290cac1a919b085,QuasarRAT C&C
2024-03-13 13:12:52,21f0eb5d4b32bab8e2283e78365f268047e81833,AsyncRAT C&C
2024-03-13 13:12:43,836ea24d2b094829c52dbae3485095d5c894247b,AsyncRAT C&C
2024-03-11 06:31:32,e883fea800a47b3b853a04ddcd0d162e782b41b7,QuasarRAT C&C
2024-03-09 11:25:49,acf5f31e13481f446256f4145d007035d812cfae,AsyncRAT C&C
2024-03-03 09:25:34,545fe2349ae30645dfba8461455cdd19084439a9,PureLogStealer C&C
2024-02-23 16:20:22,a6d5e05f8dc855e16c194b3578258f942e1e5537,AsyncRAT C&C
2024-02-19 10:05:53,743ac4d714f4af4f2cf76d14101992faa9e620db,AsyncRAT C&C
2024-02-19 10:05:19,7177248707fbfdc635f434c345e625c76f409d27,QuasarRAT C&C
2024-02-18 08:46:36,62d026a9d660d6e533907efeafe23afa2287fb42,Latrodectus C&C
2024-02-18 08:46:35,d9b58c374f81305fb5b545b6f9a93b99bb81070a,Latrodectus C&C
2024-02-18 08:46:30,d3ca534e40ccbba21a9722c2165329947627e349,AsyncRAT C&C
2024-02-18 08:46:21,fab4de47f943eb411798dcbe937478dd76881e73,AsyncRAT C&C
2024-02-18 08:46:18,a3cdb118ca89734856db947b205849a1dca81667,AsyncRAT C&C
2024-02-16 12:16:49,aafe56948513f46f19271c235012fe18e064ea4c,AsyncRAT C&C
2024-02-16 12:16:43,015b573fb6232b4a5dce8207c41c514c82502045,AsyncRAT C&C
2024-02-16 12:16:36,ee6def59cf1e0cf36bb4c237566a5c22a6fd681e,QuasarRAT C&C
2024-02-16 12:16:30,f5878ad786db5c252c138904e8a832f58cfe46ca,AsyncRAT C&C
2024-02-15 13:27:00,729e1c86f46bd539c2204cb0227e6dec16621264,PureLogStealer C&C
2024-02-15 13:16:28,94f606fec2761baee1f58f32f8eb7443ca1ed488,AsyncRAT C&C
2024-02-14 07:25:08,ce429e13e7767d9bd5c6a1d4a808161c2636f720,AsyncRAT C&C
2024-02-10 10:59:45,0d92b28bf1d0db7822a37f47781b49ff26a71ec2,QuasarRAT C&C
2024-02-10 10:59:44,80bc79954a2f635e430123fdb24560890bdb7789,AsyncRAT C&C
2024-02-10 10:56:26,9c8516275652a9fbb9c0f3838817377e484d4092,RedLineStealer C&C
2024-02-08 07:11:08,77e1ce64c90713d69376a654f4c56c1e0262c545,QuasarRAT C&C
2024-02-08 07:10:48,fa5b710a9ba10d17ec4cf0f92262ee5afc9105bf,AsyncRAT C&C
2024-02-08 06:17:13,6122138b3639f92c58df5056cda29de7e39f74ad,VenomRAT C&C
2024-02-05 10:46:46,d74b24a0a4fbbe4b97fe8597879abb6db76c6183,OrcusRAT C&C
2024-02-04 11:58:07,e7ab8e4d903a37a38e644a5427c91a2574bc1169,QuasarRAT C&C
2024-02-02 10:18:03,39da64e94d8f6a826f0e5288378202491034d2e2,AsyncRAT C&C
2024-01-31 10:44:42,5aabab54f633abe8e559b0a94aafd68a659a564e,AsyncRAT C&C
2024-01-31 10:44:33,dbcd9c87fec52100283fb2f0e40ce0f35b5e5f02,AsyncRAT C&C
2024-01-31 10:43:48,8332843c84514672c19e1cf122d02fe148a6a73c,AsyncRAT C&C
2024-01-30 07:10:05,3a15147543e6cb16c79c545a7830d2661a9cb6c3,AsyncRAT C&C
2024-01-29 10:48:40,fd77f1c057187f06c06ae834f04b07d04e39d738,AsyncRAT C&C
2024-01-29 10:48:00,eb31e9096e1a340fbdbfc8a95e97fe21cc8dae0f,QuasarRAT C&C
2024-01-27 07:58:12,e433179371c43c714efa4d6078f7415c69e2190c,AsyncRAT C&C
2024-01-26 13:40:11,b21e678cb60964071a4e76805a8639cb8319c9c9,AsyncRAT C&C
2024-01-26 13:38:25,fac2ec250de2ba8f8c775cebd91f81490f0a1018,AsyncRAT C&C
2024-01-24 07:54:34,57d57ea6a2d715fdf5e01a43a464df56fd9fa1ff,AsyncRAT C&C
2024-01-24 07:54:24,06da44f87d12bbcaae57afe663b052810ad2393d,AsyncRAT C&C
2024-01-24 07:54:11,98820bcbb455a8226e072166b185ad5a4da7a575,AsyncRAT C&C
2024-01-21 16:09:24,ae038786e50e26e99d030a4223b3284a44de8ff6,DCRat C&C
2024-01-21 16:09:01,02c6b62f2a4ae28be5e051830076c5240f5b387e,AsyncRAT C&C
2024-01-21 16:08:39,9c6d80bd524275aaab7c35f9e1c8d17aca14da56,AsyncRAT C&C
2024-01-21 16:04:48,b90d9a43f7c3bf3bba75403410e571b5f80ba7e1,QuasarRAT C&C
2024-01-19 08:24:35,0f68d8e8725eb584c1660d844954691d3575ae35,AsyncRAT C&C
2024-01-17 14:26:18,65c982ba7dbbacc5dce730bae04863a65e0221dc,AsyncRAT C&C
2024-01-16 15:26:59,ee02f43eda45754325ccc2227709228eabdf0946,AsyncRAT C&C
2024-01-15 16:05:08,21c6db5ab5fb416ae989a08bf955f715b60b010d,QuasarRAT C&C
2024-01-15 16:05:00,c00ad85cc28f513346d9c303106ef9b0a0bed313,AsyncRAT C&C
2024-01-15 16:04:54,c03da439fc961d3c84ccc1d0c44640a0f307d05b,VenomRAT C&C
2024-01-15 16:04:37,60574f1741a0786c827af49c652ab3a7da0533d1,QuasarRAT C&C
2024-01-13 05:36:00,dd79af836bd99bd2fc3d66a0613f83fc8a50a5ca,QuasarRAT C&C
2024-01-12 10:46:26,66be36b5b3c7a9cc91d5149706bb5cd3b7b305c7,Malware C&C
2024-01-12 09:57:01,003becd9037138c2ba7185abc0da32677c7ebef5,njrat C&C
2024-01-10 18:20:20,b850ca993a06d929f0d76c963f0393b06f256a55,T34loader C&C
2024-01-09 06:55:19,4a0335273f262e32be7595b2cdac213c2f79bd53,QuasarRAT C&C
2024-01-08 17:13:16,34ddf4389bc43a41632f271f1e94af2ea3b5b7da,DCRat C&C
2024-01-08 17:12:45,db8aef4c7e33fec5c3cb235668fe8a5350fa11ba,VenomRAT C&C
2024-01-08 17:12:19,5833ac02a590bf14e46f8ebd7de2713caf507af4,AsyncRAT C&C
2024-01-07 16:59:19,ca3d33bae17617a6d1a3b6fddafd36222f3c67c9,Vidar C&C
2024-01-07 16:41:23,64255dd32d7ae6c0188c6cb72d52e4a35622aac6,AsyncRAT C&C
2024-01-07 16:40:11,bcd9ec59159718fd3d692b3a2360db91c0bf2b38,DCRat C&C
2024-01-07 16:38:38,2d170bbecfaacfd85ca11a6107e54f94062c774a,Malware C&C
2024-01-07 16:37:46,d93cbcee944ba766f2f024ad5a2275b25804b2f0,Malware C&C
2024-01-06 07:33:57,fba223148f25793aea78693781f3a9bb15a1f1e1,DCRat C&C
2024-01-06 07:30:22,8f05034708e0649f2e7abd7c9cd48714aa0ea44c,DCRat C&C
2024-01-05 09:14:34,057c9a67b8f91527c9a7cb8a5497016a394f653e,AsyncRAT C&C
2024-01-05 09:00:07,23c4717f94738482d466ab8c33dda128ef6a6c8c,QuasarRAT C&C
2024-01-04 07:30:47,b118cd1a010f9e0954599b3743ef5ea8c161ca5f,Malware C&C
2024-01-04 07:30:14,474daa5df9cfd4ed6f2d0d024ae94c92a76a60bd,Malware C&C
2024-01-04 07:29:59,94e127494b7a361821646ea577e3deb5766c16b9,AsyncRAT C&C
2024-01-02 09:25:03,dba233fb04b2299aec6ce0541049cdeeac306240,DCRat C&C
2024-01-02 09:25:00,fcf3979d565feb03e2f8a36f743379022a44a923,OrcusRAT C&C
2024-01-02 09:23:51,b3a9715c0f9994b7f8d9412d4cdfd40ef36cc14b,AsyncRAT C&C
2023-12-27 10:47:15,bce2805b28d455734ac98ab7df9791d2f22a9756,AsyncRAT C&C
2023-12-25 07:51:25,ca9652069f676b140195382dde3dac88510b7623,QuasarRAT C&C
2023-12-22 06:58:11,19e664f09401bf648b6ea57719e34ad795f3b6cb,AsyncRAT C&C
2023-12-22 06:57:46,27c2d8e9f11c1a83af9e5e01c8476b1e832ab4c8,AsyncRAT C&C
2023-12-22 06:52:11,77614b1910584d0e241775d08f28fa967c65360f,VenomRAT C&C
2023-12-22 06:50:26,fce61ef31a71ac4ecef31d08256e91023daacfcc,OrcusRAT C&C
2023-12-19 15:10:14,cebca390cdbc05a7a9d3dcd88dcc871f3e97b853,Malware C&C
2023-12-19 07:00:39,7acc9a3244425c97d532f4aeaf9d3c292992e14d,QuasarRAT C&C
2023-12-19 07:00:17,26fe5459021f27ee1112ac413998184532a9877e,DCRat C&C
2023-12-17 11:04:34,09d63e58d39f1c6b61ec2619b357b6d8ea7b3109,DCRat C&C
2023-12-15 18:22:14,f8ad61e50c4ea7ea89cf3dccce6c78b892fc32f9,DCRat C&C
2023-12-13 11:14:01,fe6c99e104e7bce14aa919ccafe564706c100dcf,AsyncRAT C&C
2023-12-13 11:13:41,4a80cc5007e923823effdc4fb7fafad0628026b4,AsyncRAT C&C
2023-12-13 11:13:38,3da776da8fbbe74cd4944259a8e982a0b2ac9581,VenomRAT C&C
2023-12-11 14:56:22,790bd6d1c1540ae1bfb811f2dc1e0185525c5dcb,QuasarRAT C&C
2023-12-11 14:56:09,82d40e82a9ccccdacdecb827d7d1c5c3a1ab66a2,VenomRAT C&C
2023-12-10 16:24:40,9955aae5249f8a44f5f8692bea5b8ff2331c835a,DCRat C&C
2023-12-10 16:24:15,de8950e9a78a8ed54cac1bce080eff21d15f836d,AsyncRAT C&C
2023-12-10 16:23:25,424c62a786382cf4b20aec00bfd5c3f00c103dde,QuasarRAT C&C
2023-12-10 16:23:18,06e2baf85712999b72c83d6ef231827dfd685264,AsyncRAT C&C
2023-12-10 16:23:10,6206d313856cc7eb81e54cf955ce05a1ee9e9d9a,VenomRAT C&C
2023-12-08 09:58:25,9921ce1f4ba8825970ee2e478d31778b9552aa23,VenomRAT C&C
2023-12-08 09:58:11,028ae1f23e5fac7803ef1a3f6fee00505eed8b92,AsyncRAT C&C
2023-12-07 07:32:05,bf266326f5fc4244d45c149912df8e2954c094af,AsyncRAT C&C
